date,CD,C,S,ATW,ES,PA,SB,PL,GC,CL,AD,TU
2004-12-28,0.0015336,0.0009304,0.0,0.0,0.0047696,0.0041776,-0.0004344,0.000368,-0.0011988,0.006606,0.0010396,0.0
2004-12-29,0.0010932,0.0131456,0.0,0.0,0.0009832,0.014156,-0.0008658,-0.00924,-0.0113082,0.0083452,-0.0049254,0.0
2004-12-30,0.005148,-0.0066,0.0,0.0,-0.0016392,0.00064,0.000216,-0.00014,0.0018996,-0.0007778,0.004458,0.0
2004-12-31,0.0012258,0.0,0.0,0.0,-0.0006568,0.0,0.0,0.0,0.0,0.0,0.0018672,0.0
2005-01-03,-0.002889,0.015376,0.0,0.0,-0.0049424,0.0271216,-0.002578,-0.0029052,-0.0119034,-0.0180078,-0.0025692,0.0
2005-01-04,-0.0078702,0.004779,0.0,0.0,-0.0101448,-0.00506,0.002146,-0.0045884,-0.0006912,0.0080548,-0.0112608,0.0
2005-01-05,-0.0013218,-0.002392,0.0,0.0,-0.0052048,-0.0136976,0.0008648,0.0040236,-0.0026346,-0.002144,0.0012708,0.0
2005-01-06,-0.0047232,-0.031749,0.0,0.0,0.0033624,-0.0019376,-0.000649,-0.0034056,0.0,0.0291366,-0.0038196,0.0
2005-01-07,0.0014802,0.005804,0.0,0.0,-0.0013432,-0.0010744,0.0054738,-0.0020956,0.0,-0.0011376,-0.0022952,0.0
2005-01-10,0.005298,0.0,0.0,0.0,0.001844,-0.0317896,0.0033576,0.0029496,0.0,-0.0010524,0.0020838,0.0
2005-01-11,0.0018288,0.001165,0.0,0.0,-0.0026008,-0.017152,-0.000676,0.007792,0.0,0.0014866,0.0027936,0.0
2005-01-12,0.0089172,0.02957,0.0,0.0,0.0023536,0.0146792,-0.0011218,-0.0013968,0.0,0.0084354,0.0030676,0.0
2005-01-13,-0.001008,0.0021648,0.0,0.0,-0.0032868,0.0132784,-0.0020034,0.0004664,0.0,0.020646,-0.0002636,0.0
2005-01-14,-0.015009,0.013342,0.0,0.0,0.0040512,0.0205544,-0.0022026,-0.0028992,0.0,0.0045,-0.003974,0.0
2005-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-18,-0.001709,0.006124,0.0,0.0,0.0040208,-0.0047088,-0.0004376,0.0029924,0.0,0.0016584,-0.0024528,0.0
2005-01-19,-0.004162,-0.002454,0.0,0.0,-0.0041052,-0.0160552,-0.0002184,0.0028776,-0.0002804,-0.0095008,0.0037304,0.0
2005-01-20,-0.005289,-0.00367,0.0,0.0,-0.0023648,0.0088328,-0.0015226,-0.0019472,-0.0007488,-0.0075816,0.0002124,0.0
2005-01-21,0.010306,0.002445,0.0,0.0,-0.00272,-0.0104364,0.0010864,0.002594,0.002004,0.0223672,0.0,0.0
2005-01-24,-0.0013194,-0.004884,0.0,0.0,-0.0007684,-0.0015424,-0.0008696,0.0013368,0.000139,0.0054136,0.0005804,0.0
2005-01-25,-0.010081,-0.007282,0.0,0.0,0.0011944,0.0007188,-0.0015128,-0.003838,-0.0046608,0.0140992,-0.0064568,0.0
2005-01-26,0.002345,0.002421,0.0,0.0,0.0011908,0.0011324,-0.0061478,0.0022704,0.0044756,-0.013936,0.0095088,0.0
2005-01-27,-0.0022974,0.014652,0.0,0.0,0.0002546,0.0005156,0.0014668,0.0011532,-0.0006496,0.0013064,0.0032496,0.0
2005-01-28,-0.0008172,0.0,0.0,0.0,0.0,-0.0013396,0.0010542,0.0004604,-0.0002788,-0.0262104,-0.0022,0.0
2005-01-31,-0.000248,-0.006131,0.0,0.0,0.0011842,0.0035132,-0.0016842,0.0006896,-0.0037348,0.0168536,0.0009432,0.0
2005-02-01,0.001782,-0.001222,0.0,0.0,0.001261,-0.0022768,0.0046662,0.002336,0.0,-0.014664,0.0001048,0.0
2005-02-02,-0.0002226,0.007353,0.0,0.0,0.0006694,0.0073952,0.0025918,-0.0025656,0.0,-0.0070944,0.0017768,0.0
2005-02-03,-0.0019314,0.001231,0.0,0.0,-0.0005856,0.0095748,-0.0030206,-0.0029988,-0.004254,-0.0045944,-0.004246,0.0
2005-02-04,-0.0034326,0.0,0.0,0.0,0.0020834,0.0031348,-0.0027646,-0.0003708,-0.002574,0.0011936,-0.000844,0.0
2005-02-07,-0.0034524,-0.007362,0.0,0.0,-0.0004148,0.0065376,0.0019098,0.0006484,0.0,-0.0170496,-0.000264,0.0
2005-02-08,0.0012756,0.008594,0.0,0.0,0.0004976,0.0039488,-0.0006386,-0.004748,0.0,0.0017384,-0.0013748,0.00015
2005-02-09,-0.0002994,-0.001232,0.0,0.0,-0.003162,-0.0003296,-0.0004246,-0.0032444,0.0,0.0003472,0.0019024,-0.0003146
2005-02-10,0.001443,-0.01467,0.0,0.0,0.0025024,-0.0109112,-0.0021098,0.0088704,-0.0041064,0.0274744,0.013384,0.0002996
2005-02-11,0.0005446,0.0,0.0,0.0,0.0069656,-0.0116192,0.0018978,0.0008764,-0.0031232,0.0018432,0.0028984,0.0
2005-02-14,0.0004692,-0.012063,0.0,0.0,-0.0003304,-0.0122952,0.0,0.0017928,-0.0050588,0.0036736,0.0019608,0.0
2005-02-15,0.0005172,0.004808,0.0,0.0,0.0028032,0.008901,0.0,-0.010314,0.0,-0.0034896,-0.0005152,0.0
2005-02-16,-0.0008134,0.015787,0.0,0.0,0.0,0.0074112,0.0041104,0.0014564,-0.0003724,0.0176232,-0.0027896,0.0002402
2005-02-17,0.001133,-0.011751,0.0,0.0,-0.0064456,0.0009732,-0.002174,0.003362,0.0015808,-0.0090104,0.003408,-0.0001052
2005-02-18,-0.0002458,-0.003499,0.0,0.0,0.0008296,-0.0004872,0.0017372,0.001068,-0.0001856,0.0135584,0.0001032,0.0001802
2005-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-22,0.0010302,-0.034328,0.0,0.0,-0.0116888,-0.0054912,-0.003245,0.0046568,0.0,0.0368776,0.0075888,1.5e-05
2005-02-23,-0.0021398,0.0040632,0.0,0.0,0.0053648,0.0017712,0.0008602,-0.0037768,0.0002736,-0.0020136,-0.00728,9.02e-05
2005-02-24,-0.0005448,0.0,0.0,0.0,0.0026644,0.0001614,0.0,-0.0012976,-0.0007296,0.0040216,-0.0011336,0.0001354
2005-02-25,0.0001982,-0.0180714,0.0,0.0,0.0037992,0.0128694,0.0017544,-0.003076,0.0005472,0.0015416,-0.0001032,9.02e-05
2005-02-28,0.0010624,-0.0059052,0.0,0.0,-0.0052784,-0.0091974,-0.0030602,0.0037716,0.0020484,0.0058304,0.0054488,0.0002108
2005-03-01,-0.0012358,0.0,0.0,0.0,0.0039624,-0.006846,0.0015242,-0.0016252,-0.0050658,-0.0003056,-0.006068,-4.52e-05
2005-03-02,0.0002478,0.0,0.0,0.0,-0.0003296,-0.0078636,0.0004376,0.0013936,-0.0001832,0.019788,-0.0021712,-9.04e-05
2005-03-03,-0.0005704,0.001108,0.0,0.0,0.0001648,-0.027486,0.0006582,0.0,-0.0026684,0.008016,-0.0002072,0.0
2005-03-04,0.0019522,0.0020034,0.0,0.0,0.0094968,-0.032817,0.001766,0.0009236,0.00395,0.0017704,0.0075232,0.0
2005-03-07,0.0001966,0.0107988,0.0,0.0,0.0006512,0.0,0.002454,-0.0011552,0.0007304,0.0038232,0.0015368,0.0
2005-03-08,0.0077616,-0.002718,0.0,0.0,-0.003096,0.003406,-0.003339,0.0033636,0.0048068,0.0100576,0.0068304,0.0
2005-03-09,0.0052158,-0.0053994,0.0,0.0,-0.0088656,0.0018092,-0.0015394,0.0009624,0.0024294,0.0021696,-0.0056024,0.0
2005-03-10,-0.000144,-0.0099948,0.0,0.0,0.0016488,0.0070288,0.0,-0.0027096,0.0006732,-0.0163448,-0.003328,0.0
2005-03-11,-0.000504,-0.003926,0.0,0.0,-0.0056208,0.0016348,-0.0034746,0.0002764,0.0045564,0.01258,0.002561,0.0
2005-03-14,-0.0006486,0.0030468,0.0,0.0,0.0043016,0.0059556,-0.0015014,0.0,-0.0069828,0.0076552,-0.005385,0.0
2005-03-15,-0.000144,-0.0062606,0.0,0.0,0.0,-0.0056664,0.0008566,0.0,-0.00027,0.0007144,0.00385,0.0
2005-03-16,0.0011532,0.001922,0.0,0.0,0.0,-0.0096114,0.0,0.0,0.0037722,0.0200328,0.003835,0.0
2005-03-17,0.00036,0.0,0.0,0.0,0.0,0.0112044,0.0002148,0.0,-0.006888,0.0,-0.0019416,0.0
2005-03-18,-0.00036,0.0032698,0.0,0.0,-0.0077012,-0.000435,0.0019428,0.0001824,0.0008142,0.005692,0.0031656,0.0
2005-03-21,-0.004332,0.0044446,0.0,0.0,-0.001508,0.0080226,0.005275,-0.0043064,-0.0113664,0.0031752,-0.0088128,0.0
2005-03-22,0.000868,0.00045,0.0,0.0,0.0,-0.0014664,0.0008928,-0.0021244,0.0002766,-0.01868,-0.0015472,0.0
2005-03-23,-0.0046416,0.0058992,0.0,0.0,0.0,0.019806,0.0027028,-0.0044236,-0.0087696,-0.0284256,-0.0139552,0.0
2005-03-24,-0.0010672,0.0004576,0.0,0.0,0.0,-0.0022582,-0.001356,0.0,-0.0007014,0.0131896,0.0003152,0.0
2005-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28,-0.0032112,-0.0054672,0.0,0.0,0.0,0.0020564,0.000903,0.0,-0.0005608,-0.0126056,-0.0022104,0.0
2005-03-29,0.0072792,-0.001359,0.0,0.0,0.0,-0.0013566,0.0018182,0.0,0.0,0.0024792,0.0024728,0.0
2005-03-30,-0.0029058,0.0013596,0.0,0.0,0.0,-0.0045056,0.0002284,0.0,-0.000417,-0.0023328,-0.0003672,0.0
2005-03-31,0.0043568,-0.0013596,0.0,0.0,0.0,0.0068924,-0.0033996,0.0,-0.0007392,0.0234528,0.000944,0.0
2005-04-01,-0.0039688,0.0,0.0,0.0,0.0,-0.003286,0.0033996,-0.0022268,-0.0012954,0.0260856,-0.0010488,0.0
2005-04-04,-0.004011,0.0109344,0.0,0.0,-0.0003802,-0.0034108,0.0029938,0.0,0.0010704,-0.002612,-0.0012624,0.0
2005-04-05,0.0010712,0.0118128,0.0,0.0,-0.0009262,-0.0001956,-0.002765,0.0,-0.0002798,-0.0138896,0.0006844,0.0
2005-04-06,-0.0012656,-0.0065232,0.0,0.0,0.0,0.0031212,-0.0002288,0.0,-0.0011922,-0.002948,-0.0017392,0.0
2005-04-07,-0.0009752,0.005588,0.0,0.0,0.0,-0.0011676,-0.0018202,0.0,0.000366,-0.0222432,0.000686,0.0
2005-04-08,-0.0029328,0.0056272,0.0,0.0,0.0,-0.0035232,0.0043504,0.0,0.0001832,-0.0098928,0.0028896,0.0
2005-04-11,-0.0048128,-0.0056272,0.0,0.0,0.0,0.0039128,0.0037384,0.0002328,-0.0007308,0.0065608,0.001776,0.0
2005-04-12,-0.0010848,-0.0046592,0.0,0.0,0.0,-0.0081624,-0.0025776,0.001394,0.0005022,-0.0115628,-0.0002608,-0.0003328
2005-04-13,-0.0005922,0.0037256,0.0,0.0,0.0,-0.000298,0.002342,0.0,-0.0007754,0.0,0.0018732,-0.0003328
2005-04-14,-0.0017802,-0.0045072,0.0,0.0,0.0,0.0015846,0.0046896,0.0,0.0025198,0.0,-0.0034408,-0.0004532
2005-04-15,-0.0025308,0.0045072,0.0,0.0,0.0,0.001033,0.001907,0.0,0.0002764,0.0,-0.0014688,0.0
2005-04-18,-0.000597,0.0054424,0.0,0.0,0.0,0.0008324,-0.0016696,0.0,0.001102,0.0,0.0,0.0
2005-04-19,0.003054,-0.017108,0.0,0.0,-0.0015144,0.0015576,-0.0021264,0.0,0.0024574,0.0,0.0011052,0.0001356
2005-04-20,0.0011136,-0.0044416,0.0,0.0,0.0027342,0.0040794,-0.0002348,0.0,0.0011276,0.0,0.0,-4.52e-05
2005-04-21,0.0004446,-0.0026536,0.0,0.0,-0.003766,-0.0062242,0.0007054,0.0,-0.001037,0.0,0.0,-0.0003922
2005-04-22,0.0016278,0.0070952,0.0,0.0,0.0021912,0.0015622,0.0014184,0.0,0.0005418,0.0,0.0034732,9.06e-05
2005-04-25,-0.000518,-0.0082758,0.0,0.0,-0.0012014,0.0009702,0.0002374,0.0012352,0.0001352,0.0,-0.0011888,0.0
2005-04-26,-0.0010152,-0.001263,0.0,0.0,0.0,-0.0003876,-0.0021264,0.0013224,0.0014814,0.0,-0.001452,0.0
2005-04-27,-0.000771,0.0088986,0.0,0.0,0.0,0.0009674,-0.0018714,-0.0049012,-0.0022036,0.0,-0.000858,0.0001056
2005-04-28,-0.000474,0.0103338,0.0,0.0,0.0,-0.0068718,0.0006998,-0.0027284,-0.0024468,0.0,0.002181,-0.0002412
2005-04-29,-0.0010518,-0.0013014,0.0,0.0,0.0,0.0019876,-0.0016288,0.0016672,0.0016728,0.0,0.0017856,0.0
2005-05-02,0.0006268,0.014872,0.0,0.0,-0.0009008,-0.0042476,0.0,0.0006464,-0.0076122,0.0,-0.001293,7.54e-05
2005-05-03,-2.5e-05,0.0124584,0.0,0.0,0.0,-0.0021836,0.0016288,-4.6e-05,-0.003705,0.0,-0.008185,0.0
2005-05-04,0.0014218,-0.0026864,0.0,0.0,0.0,0.002688,0.0014068,0.0025756,0.0030204,0.0,0.0079952,0.0
2005-05-05,0.0002484,-0.0062328,0.0,0.0,0.0,0.0022542,0.0059706,0.0005496,0.0003194,0.0,-0.000258,0.0
2005-05-06,0.000595,-0.001772,0.0,0.0,0.0,-0.0028092,-0.0045538,-0.0008708,-0.0052188,0.0,-0.007911,0.0
2005-05-09,0.0003956,0.0008856,0.0,0.0,0.0,0.0018604,0.0016656,0.0017396,0.0,0.0,-0.002869,0.0
2005-05-10,0.0002222,0.0,0.0,0.0,0.0041628,0.0,-0.0009536,0.0005936,0.0005052,0.0,0.003856,0.0
2005-05-11,-0.0017348,0.0053336,0.0,0.0,0.0,-0.001911,-0.002599,0.0005924,0.0001374,0.0,-0.0016648,0.0001208
2005-05-12,-0.0004734,0.0071672,0.0,0.0,0.0046124,-0.0016744,0.0037916,-0.0043968,-0.0053544,0.0,-0.0089048,0.0002112
2005-05-13,-0.0021826,0.0018016,0.0,0.0,0.0,0.0029258,-0.0016676,-0.0028656,-0.0014896,0.0,-0.0054968,0.000512
2005-05-16,-0.0008088,-0.012528,0.0,0.0,-0.0035996,0.0021312,0.0,-0.007538,-0.0014016,0.0,-0.0046808,6.04e-05
2005-05-17,0.0005816,-0.0008872,0.0,0.0,-0.0027212,-0.0028538,0.000713,0.0060512,0.0004676,0.0,5.34e-05,0.0
2005-05-18,0.0008064,-0.011448,0.0,0.0,-0.0039632,-0.005232,-0.002602,0.0003256,0.0018656,0.0,0.0014084,0.0002708
2005-05-19,0.0002514,0.0035048,0.0,0.0,-0.0015076,0.0097314,-0.0018714,0.002088,-0.0009316,0.0,-0.0007428,-0.000572
2005-05-20,-0.001083,-0.0113352,0.0,0.0,-0.0005016,0.0011452,-0.0023148,-0.002274,-0.0027144,0.0,-0.0007188,-0.0003316
2005-05-23,0.001309,-0.0322416,0.0,0.0,0.0030042,-0.0011452,-0.0022884,0.001996,-0.000846,0.0,0.001011,0.0
2005-05-24,-0.0005024,0.00752,0.0,0.0,-0.0012498,0.0002598,0.0013698,0.0013868,0.0006584,0.0,0.0,-0.0002408
2005-05-25,-0.000428,-0.0025104,0.0,0.0,-0.0008344,0.0033016,-0.0020514,-0.002082,0.0012196,0.0,-0.0003698,0.0
2005-05-26,-0.000707,-0.0033228,0.0,0.0,0.001916,0.0019114,-0.0018058,-0.0020464,-0.000844,0.0,-0.000662,0.0
2005-05-27,0.0021638,0.0049948,0.0,0.0,0.0006644,-0.0012762,0.0011268,0.001768,0.0017796,0.0,0.0010846,0.0
2005-05-30,0.0,0.0,0.0,0.0,0.0011608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-31,5e-05,0.0,0.0,0.0,-0.008111,0.0040492,-0.0004514,-0.0011156,-0.0034728,0.0,-0.0059652,0.0
2005-06-01,0.0011226,0.0,0.0,0.0,0.007489,0.0,0.0015846,0.00449,-0.0011328,0.0,0.0,-0.0009316
2005-06-02,0.0,0.0113276,0.0,0.0,0.0007034,-0.0005372,0.000683,0.0025236,0.0033284,0.0,0.0,0.0
2005-06-03,0.000174,0.0,0.0,0.0,-0.00464,-0.0045912,-0.0042866,-0.0004576,0.0004644,0.0098376,-0.0005062,0.0
2005-06-06,9.94e-05,-0.0075832,0.0,0.0,-0.0001248,-0.010994,0.0008948,0.0021464,0.0024048,-0.0041552,0.0,0.0
2005-06-07,-2.48e-05,0.0004196,0.0,0.0,0.0003738,0.0034228,0.0002244,-0.0005924,-0.0013856,-0.0108472,0.0,0.0
2005-06-08,-0.0009464,0.0,0.0,0.0,-0.001497,0.0005212,0.0,0.0,-9.24e-05,-0.0160312,-0.0038568,0.0
2005-06-09,-0.0010012,0.0,0.0,0.0,0.002493,0.005778,-0.00201,-0.003344,-0.0004632,0.0251528,0.0022068,0.0
2005-06-10,0.001101,0.007316,0.0,0.0,-0.000332,0.0010596,0.0,-0.000414,0.002954,-0.012916,-0.0031592,0.0
2005-06-13,-0.0009732,-0.007742,0.0,0.0,0.0005806,0.0,0.000445,0.0014708,0.001652,0.030712,-0.0003186,0.0
2005-06-14,0.0006244,-0.0067584,0.0,0.0,0.0,0.0,0.0006692,-0.0002296,-0.001652,-0.0121624,0.002014,0.0
2005-06-15,0.0025522,-0.0095192,0.0,0.0,0.0,-0.0082736,0.0038354,0.0035192,0.0015604,0.0040752,0.0026348,0.0
2005-06-16,7.38e-05,-0.0016328,0.0,0.0,0.0,0.001142,0.0,0.003984,0.0063624,0.0133432,0.0024608,0.0
2005-06-17,0.0012514,0.0,0.0,0.0,0.0072606,-0.0023836,0.0,0.0029624,0.0018892,0.0229616,0.0032016,0.0
2005-06-20,-0.0008824,0.0,0.0,0.0,-8.16e-05,-0.000826,0.0,0.0010272,0.0,0.0102472,-0.00195,0.0
2005-06-21,0.0013986,0.0,0.0,0.0,0.0001224,0.0,0.0,-0.010665,0.0004484,-0.011588,0.003972,0.0
2005-06-22,-0.0013248,0.0,0.0,0.0,0.0001222,-0.002824,0.0,0.0056262,-0.000628,-0.0120304,-0.0010878,0.0
2005-06-23,0.0002208,0.0,0.0,0.0,-0.0028316,0.0012528,0.0,0.000135,0.0031304,0.0176456,-0.0070816,0.0
2005-06-24,0.0001964,0.0,0.0,0.0,-0.0056408,0.0,0.0,0.0030276,-0.0010704,0.0058408,-0.0037776,0.0
2005-06-27,0.0001716,0.0,0.0,0.0,0.0001248,0.0,0.0082032,-0.0023538,-0.000268,0.0110328,0.002049,0.0
2005-06-28,4.9e-05,0.0,0.0,0.0,0.0017396,0.0048976,-0.0030028,0.0,-0.0035916,-0.0294952,-0.0052152,0.0
2005-06-29,0.0003672,0.0012228,0.0,0.0,0.0,0.0,0.00343,0.0,0.0008108,-0.0119992,-0.0008736,0.0
2005-06-30,0.00022,0.0074152,0.0,0.0,-0.0012448,0.0020014,0.0012788,0.0,-0.001262,-0.0081472,0.0,0.0
2005-07-01,-0.0022358,-0.0107384,0.0,0.0,0.0007892,0.0064668,-0.0055704,0.0,-0.0075656,0.0295648,0.0,0.0
2005-07-04,0.0,0.0,0.0,0.0,0.0005396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-05,-0.000272,-0.0446776,0.0,0.0,0.0060798,-0.001434,0.0085384,0.0,-0.0045344,0.012344,0.0,0.0
2005-07-06,0.0008394,-0.0007752,0.0,0.0,-0.006944,-0.0014288,-0.0008456,0.0,0.000558,0.0181016,-0.0008712,0.0
2005-07-07,0.0014972,0.0,0.0,0.0,0.0028176,-0.0073916,0.0,0.0,-0.0002788,-0.0058152,0.0,0.0
2005-07-08,0.001389,0.0054584,0.0,0.0,0.0045244,-0.004072,0.0058824,0.0,-0.000186,-0.013604,0.0,0.0
2005-07-11,0.0007272,0.0,0.0,0.0,0.003426,0.0,0.0,0.0038934,0.0011602,-0.0074224,0.0,0.0
2005-07-12,0.0035652,-0.0003938,0.0,0.0,0.0014624,0.0,0.0020888,0.0047628,0.000416,0.018428,0.0,0.0
2005-07-13,-0.0008644,-0.006577,0.0,0.0,0.0016224,0.0,0.0,-0.001308,-0.0012042,-0.00824,0.0,0.0
2005-07-14,-0.0018288,-0.0033964,0.0,0.0,0.0024272,0.0,0.0,-0.0051204,-0.0041092,-0.0286072,0.0011824,0.0
2005-07-15,-0.0075512,-0.0035236,0.0,0.0,-0.0003232,-0.0034604,-0.0008264,-0.0002778,0.0004688,0.0059112,-0.0011284,0.0
2005-07-18,0.002816,0.0022,0.0,0.0,-0.0030768,0.0,0.0016512,0.0016662,-9.36e-05,-0.008612,0.0029488,0.0
2005-07-19,-0.0014552,-0.013384,0.0,0.0,0.0043688,-0.004214,0.0,0.0015924,-0.000422,0.002836,0.0,0.0
2005-07-20,-0.001652,-0.0095652,0.0,0.0,0.001692,-0.0080916,0.0,0.003654,0.00089,-0.0086752,0.00393,0.0
2005-07-21,0.0026224,0.0,0.0,0.0,-0.0041944,-0.009238,0.0,0.0075132,0.001722,-0.0115304,0.0,0.0
2005-07-22,-0.0008004,-0.0001988,0.0,0.0,0.004516,0.003528,0.0,0.003654,-0.0006492,0.0191264,-0.0001316,-0.000121
2005-07-25,0.0001944,0.0032032,0.0,0.0,-0.001932,0.0,0.0,-0.00081,0.0008344,0.003294,-0.0011862,0.0002724
2005-07-26,-0.0074128,-0.0034018,0.0,0.0,0.0006448,0.007592,0.0,-0.0025722,-0.0023228,0.0034736,-0.0037326,4.56e-05
2005-07-27,-0.0031686,-0.0025628,0.0,0.0,0.0030552,0.0,0.0,-0.0003396,0.0012096,0.0007324,-0.0007184,0.0004086
2005-07-28,0.0019914,-0.0033026,0.0,0.0,0.005801,-0.008172,0.0,0.0003396,0.0024824,0.0056812,0.0010632,-0.0002274
2005-07-29,0.0041094,0.0031068,0.0,0.0,-0.00801,0.0019256,0.0,0.008421,0.002376,0.0043708,-0.0006638,0.000591
2005-08-01,0.0067632,0.0027586,0.0,0.0,0.000603,0.00233,0.0,0.007512,0.0017276,0.0135104,0.001352,9.1e-05
2005-08-02,-0.0028998,-0.0005944,0.0,0.0,0.003606,0.0,0.0,-0.002118,0.0,0.0021664,0.0010014,9.12e-05
2005-08-03,0.0001452,0.0039962,0.0,0.0,0.001317,0.002018,0.0,0.0073146,0.0045108,-0.0128272,0.0051042,-0.0001062
2005-08-04,0.0007986,0.0012146,0.0,0.0,-0.0064024,-0.0059832,0.0,-0.004602,0.000896,0.0056696,0.0003906,3.04e-05
2005-08-05,-0.0010164,0.002246,0.0,0.0,-0.0051592,-0.0039016,0.0,-6.6e-05,-0.0008064,0.0123576,-0.0039198,0.0003338
2005-08-08,0.0011616,0.0,0.0,0.0,-0.0012144,0.0,0.0,-0.0055038,-0.0022484,0.0202224,-0.0019698,0.0001216
2005-08-09,-0.0001452,0.002064,0.0,0.0,0.0033942,0.0,0.0,0.0045126,-0.0004512,-0.0091744,-0.0037206,-0.0002736
2005-08-10,0.0021256,-0.004107,0.0,0.0,-0.0002418,0.0008408,0.0,-0.0009924,0.0019816,0.0233464,0.0013716,0.0
2005-08-11,0.0044694,-0.0010136,0.0,0.0,0.0030576,-0.0014704,0.0019912,0.0080256,0.0080056,0.0083128,0.002222,-0.0005466
2005-08-12,0.0039168,0.0061606,0.0,0.0,-0.006041,0.0,0.0031652,0.0026082,0.00044,0.0073968,-0.0004164,-0.0005916
2005-08-15,-0.0023856,0.0057116,0.0,0.0,0.0041904,0.0,0.0,-0.0118272,-0.0033568,-0.0035704,-0.0011496,0.000273
2005-08-16,-9.52e-05,0.0025806,0.0,0.0,-0.0105168,0.0024472,-0.0060152,-0.0083526,0.0051672,-0.0035616,0.000288,-0.0001668
2005-08-17,-0.0087464,-0.0108918,0.0,0.0,0.0,-0.0004268,0.0048192,-0.0024948,-0.0083694,-0.0334112,-0.0022628,0.000106
2005-08-18,-0.0045552,0.005948,0.0,0.0,-0.0002442,0.002674,-0.0024024,0.0023604,-0.000669,-0.0011176,-0.0021016,-0.000197
2005-08-19,0.0032712,0.0038502,0.0,0.0,0.0014646,0.0016132,0.0012032,-0.0024954,-0.0033576,0.0235056,-0.0004284,4.54e-05
2005-08-22,0.0045504,-0.003844,0.0,0.0,0.0001218,0.0030792,-0.0020072,0.002226,0.0010764,-0.0003624,0.001149,-1.52e-05
2005-08-23,0.0030144,0.0029868,0.0,0.0,-0.0013422,-0.0106284,-0.0012092,0.003357,0.0005818,0.003356,0.000213,-0.0001362
2005-08-24,0.0030708,0.002578,0.0,0.0,-0.0056454,0.0041646,0.0107524,-0.0001338,-0.0009406,0.019144,0.0002926,1.52e-05
2005-08-25,0.0002136,0.0043336,0.0,0.0,0.0018468,0.0053274,-0.0015748,-0.0016092,0.0004036,0.0024488,0.000981,1.52e-05
2005-08-26,-0.0039288,0.0045924,0.0,0.0,0.0,0.0011238,0.0029514,0.0002016,-0.0004486,-0.0152792,-0.0012204,0.000212
2005-08-29,-0.0010044,-0.0069944,0.0,0.0,0.0013972,-0.0011238,0.0035226,0.0044142,-0.0003146,0.0082632,-0.0007464,3.04e-05
2005-08-30,0.0040068,0.0034896,0.0,0.0,0.0,0.0075216,0.0161706,-0.0103506,-0.0026712,0.0207504,-0.0012324,-0.0004844
2005-08-31,0.0027744,0.0026316,0.0,0.0,0.0020878,-0.0055944,0.0007582,0.0060708,0.001091,-0.0037856,0.0014994,-0.000423
2005-09-01,0.001701,-0.0108524,0.0,0.0,4.08e-05,-0.0085312,0.0039606,0.0056112,0.003772,0.0074384,0.002597,0.0
2005-09-02,-0.0026244,0.0086584,0.0,0.0,-0.000326,0.0023916,0.0011268,0.005691,0.000932,-0.019136,0.0003682,0.0
2005-09-05,0.0,0.0,0.0,0.0,0.000489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-06,-0.0005688,-0.0060804,0.0,0.0,0.0065652,0.00192,0.0061596,-0.0007248,4.42e-05,-0.014124,0.0020448,0.0
2005-09-07,0.0,0.005206,0.0,0.0,0.0007248,0.001605,-0.0061596,-0.0016506,0.000177,-0.0198376,-0.0008376,0.0
2005-09-08,0.0036888,0.0030684,0.0,0.0,-0.0018144,-0.0070392,0.0011244,0.0029682,0.0007504,0.0024312,0.002924,0.0
2005-09-09,0.002259,0.0,0.0,0.0,0.0065952,-0.000212,0.0022428,0.0013146,0.0010548,-0.0045032,0.0003898,0.0
2005-09-12,-0.004455,0.0066556,0.0,0.0,-0.0012824,0.0036738,0.002595,0.0,0.0003066,-0.011308,-0.0019256,0.0
2005-09-13,0.0031854,0.0040404,0.0,0.0,0.0,0.0040188,-0.0044364,-0.001578,-0.0016258,-0.0031008,-0.0007312,0.0
2005-09-14,-0.0004236,0.0047484,0.0,0.0,0.0,-0.0024144,0.0028452,0.002955,0.0048774,0.023268,0.0013044,0.0
2005-09-15,-0.0026202,0.0034152,0.0,0.0,0.0,-0.007662,0.0022662,0.0017658,0.0024358,0.0,-0.0025692,0.0
2005-09-16,0.0032466,0.0006852,0.0,0.0,0.0093416,-0.0196584,0.0050682,0.0026718,0.005166,-0.023072,0.0008408,0.0
2005-09-19,0.0053958,-0.0006852,0.0,0.0,-0.0027272,-0.011676,0.0011202,0.0060168,0.0091878,0.0231032,-0.0003152,0.0
2005-09-20,-0.0004188,-0.0006846,0.0,0.0,-0.0066152,0.0051488,-0.002805,0.0004506,-0.000507,0.0,0.0012648,0.0
2005-09-21,-0.0003492,0.0,0.0,0.0,-0.0078144,0.0005858,-0.0142254,0.0014136,0.0032862,0.0024028,0.0012624,0.0
